"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72219013874","2025-01-01","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","  48.0","24","  33.2","24","1017.9","24","982.0","20"," 10.0","24"," 13.1","24"," 18.1"," 28.0","  72.0"," ","  39.0"," "," 0.00","I","999.9","000000"
"72219013874","2025-01-02","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","  40.0","24","  23.8","24","1025.9","24","987.9","24"," 10.0","24","  8.3","24"," 13.0"," 15.9","  54.0"," ","  30.0"," "," 0.00","G","999.9","000000"
"72219013874","2025-01-03","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","  44.0","24","  23.5","24","1024.5","24","986.6","24"," 10.0","24","  8.8","24"," 21.0"," 29.9","  55.9"," ","  30.0"," "," 0.00","G","999.9","000000"
"72219013874","2025-01-04","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","  39.4","24","  16.2","24","1026.7","24","988.6","24"," 10.0","24"," 10.4","24"," 20.0"," 27.0","  55.9"," ","  30.9"," "," 0.00","G","999.9","000000"
"72219013874","2025-01-05","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","  42.0","24","  23.4","24","1023.4","24","985.6","24","  9.8","24","  5.0","24"," 12.0"," 15.9","  53.1"," ","  30.9"," "," 0.00","G","999.9","010000"
"72219013874","2025-01-06","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","  46.8","24","  40.7","24","1012.8","16","973.7","24","  8.8","24"," 13.0","24"," 20.0"," 42.0","  60.1"," ","  30.9"," "," 0.55","G","999.9","010000"
"72219013874","2025-01-07","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","  33.0","24","  19.8","24","1022.7","24","984.5","24"," 10.0","24"," 14.5","24"," 24.1"," 41.0","  42.1","*","  28.0","*"," 0.06","G","999.9","000000"
"72219013874","2025-01-08","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","  30.8","24","  19.1","24","1025.7","24","987.2","24"," 10.0","24"," 11.5","24"," 17.1"," 26.0","  42.1"," ","  24.1"," "," 0.00","G","999.9","000000"
"72219013874","2025-01-09","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","  30.9","24","  13.0","24","1024.6","24","986.1","24"," 10.0","24","  9.5","24"," 15.9"," 27.0","  44.1"," ","  21.9"," "," 0.00","G","999.9","000000"
"72219013874","2025-01-10","33.62972","-84.44224","308.2","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","  33.1","24","  20.8","24","1019.6","15","981.0","24","  7.3","24","  6.7","24"," 17.1"," 33.0","  44.1"," ","  21.9"," "," 0.12","G","  2.0","011000"
